rating,review
0,"i gave up the drug within one week and dint expect any benefit within such a short time period i took the drug for two days. very first day i took . mg (/th of mg pill. after taking pill i felt like everything became faint.. as if a fog had covered everything before mt eyes. i ignored it but till evening i started feeling as if i was drunk. i could not concentrate on anything. i felt  a bit of tiredness. i dint take the drug for next two days then i took . mg (/th of  mg pill)on rd day and it proved to be the most horrible day of my life. it caused  extreme tiredness and mild pain in body as if i have got mild fever. i was totally exhausted and confused about what was happening. i felt the sensation in my blood vessels as if my blood pressure had risen and difficulty in breathing. i  was not able to think clearly and had no option than resting on my bed. i waited whole day to pass this nightmare.  in night i tried to  meditate to keep my mind peaceful. meditation helped me a bit but i found my rate was not normal . i went to sleep thinking every thing will be alright next day. in bed, i started feeling mild pain in my testicles. i surrendered my self to situation and waited for next morning meanwhile i got a sleep. next morning i felt better as pain had disappeaed, tiredness was not there but still felt difficult to concentrate. but i could think clearly, i  carried the remaining pills of propecia with me on my way to office and threw them in dustbin on road. i dont know why it happened but i never happened to me again as i never repeated this mistake of taking this drug. i took it twice (. and . mg on two separate days)"
1,excellent birth control common breakthrough bleeding and skin more susceptible to scarring one pill once a day
0,"i didn't get pregnant, because at the time, i didn't want to have another baby. i gained a ton of weight, i've been off of the nuvaring for over a year now, my period is still very speratic and random and i can't seem to get pregnant.  with my first baby, i got pregnant immediately, within only a month of trying and now, i can't get pregnant.  my periods come along once every  to  months and are extremely severe, lasting for well over a week and are very heavy.  i do not recommend this product!!! i followed the doctors instructions perfectly."
1,"there were excellent benefits including the reduction of extereme burning sensation in the stomach, throat and mouth. also a reduction in bloating of the stomack and cramps. i was also able to eat a more varied diet without the awful symptoms of burning and indigestion which normally accompany the acid reflux. i have to say that i didn't really have any major side effects from this drug, ceratinly none that would out weigh the positives.i did experience constipation on a regular basis but i increased my fibre and fruit and vegatable intake to counteract this problem.i also did experience and increase in headaches, but they were very mild. losec tablets contain a medicine called omeprazole.this belongs to a group of medicines called ""proton pump inhibitors"" they work by reducing the amount of acid that your stomach produces. if you suffer with acid reflux, this means that the stomach produces too much acid which can cause pain and burning and often travels up your throat causing damage to it."
1,my skin definitely looks smoother and firmer than it actually did when i was  and started on the retin a. i had alot of peeling in the begining and redness. i started out with the lowest does and gradually went to the highest. now i don't have any reaction from it.
0,none violent sickness and tics effexor was for the depressioin part of a treatment plan to maintain stability in bipolar
1,"used for weight management and food intake control.  it is also supposed to give energy.  it definitely worked for cutting my appetite as long as i took it twice a day.  if i took it once a day at about  am i would feel hungry at about pm.  if i took it twice a day  am am i could make it to bedtime without being hungry. side effects were random for me most of the times.  i would definitely not feel the energy that it was supposed to give me.  sometimes when i would take it it would have the opposite affect on me and actually make me crash.  on some days it would make me feel foggy and other days i'd feel crisp and clear.  i also broke out with pimples on it.  you have to remind yourself to eat.  some days i'd also have trouble falling a sleep. i would take  mg pill in the morning at about am and then another mg pill at about am (sometimes trouble falling asleep if taken later).  i have done that for  months.  at the beginning i started off with only  pill a day.  i try to ""self administer"" my breaks in taking the medicine because i've heard it was addictive and i don't want to be addicted."
0,"the medication was effective at preventing pregnancy i had severe side effects including night sweats, breakouts on my back (still lingering  months later), and weight gain (approximately - pounds which took  months to lose) i decided to switch birth control after being on another brand, yasmin, for several years. after just  and half months, the side effects were so severe i had to stop the medication."
1,the benefits are less depression and better mood. it took about two weeks until i started to feel better but now i feel i may need something a bit stronger as i feel i am too used to taking this medication. i plan to ask for a higher dosage or different medication. really none. i don't really know what the details would be except that i started with mg and was increased to mg within two weeks.
1,"i am going through menopause, up every  min. hot fashes/cold fashes, no sleep at all. moody. ( may be from lack of sleep). all day working one min hot next minute cold. i started the prempro it took about  - weeks but now i sleep through the night no hot flash, no coldness and not night/day sweating. my mood has imporved. i did go off it  for  months and all the systems came back. i went on it and i will not go off it again. it really did make a difference for me. no side effects  pill every day."
1,"dermatologist suggested trial of trimethoprim x per daily, once morning and once in the evening. diminished acne resulted within the first month and more significantly for the following months. after  year, patient reduced to taking pill once per day. side effects were mild, but a similar derivative had significant side effects so this patient recommends trying another sulfur-based drug if this once poses problems. side effects with trimethoprim included very mild sun sensitivity-simply use a sunscreen; occasional yeast infections once or twice per year; upset stomach if taken without food. patient suffered acne for over  years and had been treated with various oral and topical medications. oral medications included most typical antibiotics and accutane. results were less than ideal. d"
1,"after the first day on this drug, my ear pain was gone.  sinuses cleared soon thereafter. while taking augmentin, i had trouble sleeping.  when i did finally fall asleep, i had very vivid, strange dreams.  also noticed mild vaginal discharge.  some dizziness, but nothing major. i feel that this med did the job of clearing my sinus infection and ear pain.  side effects were bearable.  i would take it again."
0,"lessened depression it made me groggy during the day & made me sleep the sleep of the dead at night (not such a bad side effect).  i also had dry mouth & it sometimes caused mild nausea on an empty stomach. i took this med after trying others for depression.  it worked pretty well.  i decided to taper my dose down when i got pregnant & was off completely when my son was about one month old.  since then, i have kept my depression under control effectively through diet & exercise."
1,the joint pain becomes considerably less within  hours of the shot.  i have more energy and almost no more nausea. i had a rash from the nd shot but it went away and has not come back. this medicine is given subcutaneously by a sho every -weeks. i take it in combination with arava.  i almost never take prednisone anymore and only take celebrex one time a day instead of two.
0,"the benefits were not good, and this drug was very expensive and was not effective at all for the problem i was experiencing.  at the time when i was experiencing complications from the implants, i truly believed that my doctor did not prescribed the drug in time.  the literature i read on this drug claims that it is more likely to work if used early in the treatment of capsular contracture. i tolerated the medication very well.  i didn't experience any illness or side effects from accolate.  i felt a strong mental negativity towards the drug when it was prescribed based on the literature i read and my doctor's statement about being treated early.  i think i tried the treatment knowing in my mind that it was not going to work. i was required to take accolate for three months to promote softening of my breast implants. the mg tablets were to be taken twice daily along with continued daily massage of my breasts.  my doctor said that the treatment had more chances of being effective if used early in detecting the capsular contracture (my treatment was started  months after the breast implant surgery).  if the treatment didn't work, he advised, i would need surgery."
1,reduced prostate pain. none that i am aware of. i took this medication to reduce pain i was experiencing with my prostate.  it took about two to three weeks after which the pain was significantly reduced.  i was also experiencing a sense of tightness in this area that it eliminated.
0,"it reduced some of the side effects of depression such as insomnia, frequent crying and feelings of hopeless. weight gain ( lbs.), difficulty concentrating, cravings for carbohydrates, lack of interest in sex. withdrawing from the drug was done slowly, with a gradual reduction over a six week period. treatment was accompanied by talk therapy. the withdrawal from the drug itself was difficult, as it led to the emergence of anxiety and panic attacks and a new case of mild depression."
1,"my eyelashes grew extremely long. if i got any of the product on my eyelids, it stained them purple. this was prescribed off-label to me. it is a potent glaucoma drug. it is essential that you not get it in your eyes or on your eyelids. it only needs to be painted on the eyelashes, away from the eyelids, to be effective. results were seen within a month."
1,"weight loss  stone in the beginning week or so i did notice that i was stareing alot and i didnt get overexcited about anything, and my sleep patterns were better,as i have always had trouble sleeping, i was very calm. then in to the next week, everything was back to normal and i felt no side effects. i took reductil to loose weigh as it is an appititte suppresant, i t worked and i was very happy with the results. it helped start a healthier me. oh yes you must remember to drink plenty of water at least / pints a day."
1,reduce pain levels and resume daily life without interferance from pain. reduce pain in order to proceed with physical therapy. tired at times & upset stomache take up to  times a day for pain
0,"the tetracycline helped to reduce acne lesions. tetracycline was heavy on the stomach and if you ask me added to yellowing of my teeth but that is a subjective view. mostly it caused stomach gas and disturbance. i had constant vaginal yeast infections because (i believe) of the imbalance of good bacteria. the treatment was, at that time, one of the treatments for acne. being a systemic treatment, it did decrease the acne lesions but only on continued use. as soon as it was discontinued, the acne returned as usual. it was to use x per day indefinitely and so was not the best idea but at the time did prevent the gross acne lesions that would have occured without."
1,lexapro seemed to work well for me.  i suffered from panic attacks in the past and the lexapro definitely helped with these.  the lexapro also assisted with symptoms of depression. did not have any treatment side effects my doctor started me on a very low dose to treat some situational depression and panic attacks.  the mg did not work well enough and eventually i was given  and then .  the mg seemed to do the trick without any additional side effects.
1,"did not wake up in the middle of the night, highly improved quality of sleep, and improved body relaxation.  was able to stop using alcohol to stay asleep. sometimes dry mouth, and if too much was taken, and sometimes residual drug in body which made one feel logy. as needed for sleeplessness (waking around am and not being able to return to sleep."
0,"never got pregnant my dosage was so high that at the end of a week i couldn't fit any more up there.  my boyfriend couldn't get his member inside of me, and when he finally did it gave him severe gouges on his shaft.  it caused me to stop eating, and when i did i just threw it up... it caused me to become violent, i even struck my boyfriend a few times during an argument.  i was on my period the entire week, the bleeding just wouldn't stop.  it was horrible.  not to mention, the pain i felt inside of my vagina was tremendous.  i could hardly sit down by the end of the week.  i do not recommend that anyone believes this. i used five rings daily, before every intimate encounter.  ouch!"
1,"significant reduction in feelings of anxiety, angry feelings, and social anxiety. normalizing of affect, increased ability to focus on tasks and to cope with minor stressors. i felt a sort of reorganization of my thought processes, no longer brooded interminably about minor failings or ineffective social interactions or the presumed opinions of others about my worth. no longer hypervigilant about social cues. ""so this is what it's like to be normal!"" initially, but eventually disappearing side effects: drowsiness, severe nausea, inability to achieve orgasm, trembling, lack of affect. when failing to take medication, ""brain shocks"" like electrical lightning in brain. took  mg of paroxetine each morning (easier to remember in the morning). reviewed effectiveness with prescribing physician every  months."
1,"checking myself considerably less, calm my mood swings, helped me think alot clearer, when i first started them i had stomach cramp, also insomnia for the first week or so, and also got mood swings! which was strange because they got worse for the first few weeks. one tablet once a day administered oraly"
1,"i started using retin a about  years ago in my late 's to ward off wrinkles.
but even at .% it was irritating and my skin would be fine one day and be peeling like a snake the next. when retin a micro came out, my dermatologist reccomended it. it has worked much better with very little irritation. i use it nightly as the sun is supposed to render it inactive.i am  and with botox have no wrinkles and little sagging peeling with retin a  and none with retin a micro .% as stated i used tretinoins for preventive measures in late twenties and continue to use them today at . i use .% retin a micro nightly with  no side effects"
1,"my total cholesterol was lowered from  to  in  weeks. my hdl (good cholesterol) numbers were up and the ldls (bad cholesterol) went down. my triglycerides were lowered as well. i have not experienced any side effects from this medication. i had a heart scan after experiencing exercise-induced arrhythmia. one artery had -% blockage, while the others were clear. crestor and low dose aspirin were prescribed as an ""aggressive form"" of treatment. the cardiologist was very pleased with the results after only a month's trial. i would recommend crestor to anyone contemplating statin treatment."
1,"i have had stomach troubles my entire life. when i was pregnant they were unbearable.  i could never take the pill because of nausea. i noticed that when i was  the nausea was associated with my cycle, becoming most intense just prior to my period.  my gastroenterologist prescribed nexium, which i took for a year, maximum dosage, daily and then tapered off. then the other symptoms above emerged. when i started with the progesterone all these symptoms subsided significantly and i rarely ever have stomach problems now. none at all that i am aware of. prior to taking the oral treatment i used the cream, to avoid the digestive tract altogether.  this was fine for about a year, but then the symptoms reappeared.  my physician felt that something was interfering with the absorption of the hormones and so prescribed the oral pill and the symptoms have nearly disappeared and i have had no associated stomach problems.   i am convinced that much of my stomach problems throughout my life were associated with a hormonal imbalance, but cannot prove this.  i do know that this is the best my stomach has ever been in my entire life, for whatever reason."
0,"always prescribed together with topical antibiotics such as klaron.  quite effective in curing acne, but takes months and situation gets worse in the first week to month. tazorac can peel the skin severely when used together with other medication.  still moderate peel when applied once every night. i'm an asian female in my s and have been having moderate acne problem for over  years.  amoung over-the-counter medication, only benzal peroxide works for me, but i still have break-outs from time to time.  my primary care doctor prescribed tazorac and klaron for me about  years ago and it was very effective in clearing up the acnes in a few months.  but even the prescription cannot fully cure the problem and doesn't prevent future break-outs."
1,"the runny nose would stop about  minutes after i used flonase, but would return again within hours after taking the medication. it definitely cleared my sinuses, but sometimes left my nose feeling dry. probably better as a sinus clearer than at alleviating all allergy symptoms. there were no treatment side effects. treatment only involved twice a day use, squirting the liquid up each nostril. not inconvenient at all."
1,"allegra minimized the allergy symptoms without the side effect of drowsiness that is typical of over-the-counter allergy medications such as benadryll.  after taking the drug, congestion is greatly reduced and the constant sneezing stops.  however, allegra is not very effective for itchy, dry eyes, which continues to be a problem during peak allergy season. no side effects have been observed during the  years of use.  drowsiness has not been an issue and no reactions to other medications have been experienced. one tablet is taken per day whenever allergy symptoms are moderate to severe.  no medication is taken on days when allergies are mild."
1,"lower blood presure,ability to exercise for a longer period of time with out chet pain, same activity while on coreg results in an average reduced heart rate of  beats per min.when off the drug exersise tolerance was greatly diminished resulting in angina none taken . in the am. then . in the evening"
1,"cleared up the sinus infection quickly, felt effects almost immediately (less pressure, less pain, less pus being expelled) horrible upset stomach and extremely bitter taste in the mouth. took biaxin twice per day (,mg total daily) and used nasocort inhaler for inflammation of the sinuses."
1,"it cleared up my skin not just from acne, but also from hyperpigmentation driness of the skin applying nightly around the face"
1,"dapsone treated the intensly itchy skin condition quickly and efficiently.  a gluten free diet alone did not relieve this condition. the side effects after one year have been a slight decrease in red blood count.  there has also been an onset of shakyness which i believe has been a side effect. -mg tablets are taken at bedtime.  the dosage is self medicating, which means that if the condition is under control i can lower the doseage to see if the contrlo can be maintained at a lower dose.  so far, after one year, i have been unable to do so."
1,"before armour i was taking synthroid, and had huge weight gain, depression, mood swings, etc. after switching to armour my brain cleared, i had less problem with at least keeping my weight on the same level, no muscle cramps anymore still difficult to shed weight taking medicine daily, half morning, half evening"
1,"my skin is clear and people have complimented me on the appearance of my complexion.  my rosacea is under control, my hyperpigmentation is fading no side effects except that i notice my skin is a bit tighter/drier, but this could be because it's winter  and i need a much better day/night  moisturizer. i alternate glycolic acid % cream, tretinoin .% cream, or noritate cream under day or night moisturizer (ie a different treatment applied morning and night; the next day starts with treatment not used previously)"
1,"completely cleared up the condition. without using messy creams, or powders.  prevented it from spreading to other body parts. i experienced no side effects.  although i had too take some blood tests in order to make sure it wasn't damaging my liver.  it can cause liver damage. took one pill orally per day for a period of  days."
1,"the drug worked on reducing/eliminating my situational feelings of depression.  initially, it increased my energy and focus, and stopped the feelings of sadness.  it did not make me feel like a ""zombie"" and i felt connected to my emotions and the people around me, which i had heard was a side effect of other anti-depressants. at first i had crazy dreams, whch wasn't so bad.  i did not have any trouble falling asleep.  i had very high energy for the first  weeks, then it tapered off back to normal.  i wish the energy had remained.  i did not lose any weight, which i was hoping for...but i did not gain any either, so that was positive. i started on  mg for  weeks on the brand name drug once a day.  it seemed like as soon as i was switched to the generic mg, the energy and focus benefits stopped.  there is no way to know if it was the switch to generic or just my body getting used to the drug, but it was dissapointing.  i really enjoyed the energy.  i weaned myself off after  year because i didn't need it anymore.  i did not have any significant withdrawal symptoms.  overall it was a positive experience, although i was glad to not need it anymore."
1,"i switched from diane , a birth control pills recommended specifically for acne and was very worried that the nuva ring would cause an acne flair up, as switching from diane to yasmine had. fortunately my skin stayed just as clear and as a plus no more taking pills nightly slight vaginal irritation at the end of a cycle, nothing even moderately serious though. nuva ring is a brand name birth control method which releases hormones through the vaginal walls. you insert a flexible plastic ring once a month for three weeks and it acts as birth control."
0,"cleared up pneumonia infection. for me, mild diahrrea.  for my partner, extreme stomach pain after taking the medication with insufficient food and water.  the pain lasted about  hours.  he wasn't irreparably doubled over in pain, but he was incapacitated. he was able to take his next and subsequent pills without problem. on medication for  weeks, x a day.  infection cleared up about  days after i finished."
1,"eliminated my pain which allowed me to function at an almost normal level. i was mostly bedridden prior to treatment moderate constipation was on combo oxycontin/oxycodone therapy for aprox  months before switching to just oxycodone. the oxycontin left me feeling groggy and unable to concentrate. it also left me with pain peaks and valleys. by switching to oxycodone only, i was able to keep my blood levels at a more constant rate and my pain was controlled consistently. with oxycontin my doseage kept increasing. with oxycodone my doseage was stable and eventually was able to decrease my doseage from mg every  hours to mg"
1,"eased depression , helped sleep by submitting an online review, you agree that all information contained in your review is original and accurate, and that the submission of such content by you and the posting of such content by druglib.com do not and will not violate the rights of any third party. you also agree that all submitted reviews and copyright thereof become the sole property no appetite, lack of mental focus by submitting an online review, you agree that all information contained in your review is original and accurate, and that the submission of such content by you and the posting of such content by druglib.com do not and will not violate the rights of any third party. you also agree that all submitted reviews and copyright thereof become the sole property cymbalta for depression and fibromyalga sleep problems; focail for energy and concentration by submitting an online review, you agree that all information contained in your review is original and accurate, and that the submission of such content by you and the posting of such content by druglib.com do not and will not violate the rights of any third party. you also agree that all submitted reviews and copyright thereof become the sole property"
1,"well, the main treatment benefit was that it did help me go to sleep faster, even better than the melatonin that i was taking before i went to bed. another benefit of taking this prescription drug was that it helped me with my anxiety. i have considerably much less anxiety than i did before taking this. there were no side effects. -,  milligram pills per day as needed."
0,"increased productivity, ability to stay awake during the day. dry lips & mouth.  teeth grinding.  tough time sleeping.  highly addictive. this was used in conjunction with lexapro for depression.  i started taking it to keep myself awake (drowsiness as a side effect of the lexapro).  however i quickly lost about  lbs and couldn't stop moving around.  eventually my thinking became jumbled (i don't have add).  i was constantly thinking in circles."
0,"first cople week felt great swelling down no pain fulll of energy wanted to go jogging big fat face,body ectdepressed mood swings up and down dont want to go out the house gained about a stone only been on it for  weeks some and pain swelling back feeling ill and night swets and spots over face and body feeling iritabill and can not think straght could go on start on mg second week mg third week  forth week  and had anough"
0,"it stopped running nose and sneezing. terrible drowsiness and weakness, i could sleep all day then just one pill and then i was unadequate on daytime, i had to stop, i didn't understand what happened and when with new doze drowsiness appeared again i understood what the problem was, and the third time i just tested to be sure, that i can't function normally with this drug, although it stopped running nose."
1,"got relived from migraine , nausea, head aches

works in  mins
it is oral tablet available in both mg and mg dosages i did not have any side effects. but people taking this medication should not take few medications which will increase the side effects of maxalt. you can find those drugs at http://www.internationaldrugmart.com/maxalt.html i took once a week"
0,"none a completely fit and healthy male who exercised  days/week who decided to have a prostate procedure to alleviate inflammation.  placed on cipro pre and post.  no signs of infection in autopsy.  upon arrival to hospital  weeks post procedure, had extremely elevated enzymes(muscle and cardiac) and died within  hours.  result of biopsy : cardiac arrest due to multi organ failure. treated with cipro for prophalaxis prostate."
1,"i must have tried  different blood pressure meds over the last  years.  none of them worked.  i was on benicar, but the insurance no longer covered it.  so my dr. switched me to losartan.  wow, what a difference.  i now have perfectly normal blood pressure. none see above."
1,"allowed me to focus on the tasks at hand, run a business and get things accomplished tolerance builds up to point where drug looses effectiveness.  higher doses needed to function, but dr declines to increase dosage before ritalin, artificial stimulants were required to be effective, withour stimulants i was unable to motivate myself to do the things that needed to be done & was very ineffective.  cocaine got me through grad school & my thesis, but ritalin allows me to function with out illegal stimulants -- problem is finding a doctor who will write rx for the dosage that is most effective (i.e.  mg x / day).  i am interested in a study that monitors efficacy / tolerance in patients who need / take high dosage on a long term basis."
1,"i have trouble sleeping -- i usually toss and turn all night, sleep a couple of hours and wake up.  normally, i never get a complete night's rest.  after my doctor prescribed lunesta, it was the first time in a very long time, that i was able to sleep from the time i laid my head on the pillow until my alarm sounded in the morning. i had no side effects from using lunesta.  i felt refreshed in the morning without that groggy feeling or ""hang over"" like feeling. the treatment involved taking one pill in the evening right before bed.  lunesta works relatively fast, so you do not want to take it unless you are going right to bed because you become drowsy within  minutes."
1,"i am able to fall alseep within the  minutes of taking the drug. the drug helps with anxiety so i worry less while waiting to fall asleep.  i usually wake
up only once to use the bathroom compared to - times when i didn't have the drug. i wake up refreshed and it cheap too. the drug is not physically addicting but can be habit forming for pychological reasons. take one tablet by mouth at bedtime."
0,"no nausea, less vomiting.  able to get through work and school feeling better mild dizziness, sometimes i would get a headache i was prescribes  mg zofran to take  times per day for relief of nausea and vomiting which was most likely due to vertigo.  i had a decrease in the nausea symptoms after the first dose, and had total relief after about  doses.  i did experience a mile headache, which i believe is common for this drug"
1,insomnia you must take the drug at the same time to establish a new sleep pattern.  the doctor never informed me of this and i would take it at different times. take the drug to fall asleep.  however it should not be taken for more than several weeks due to possible dependency.
1,"it took the edge off of my stress and anxiety level and helped me feel more present and even-keeled.  i started taking it during a difficult period and it helped lighten my mood.  i did not feel like i was numbed or that i was unable to feel highs and lows. i gained a few pounds.  it may have had a slight effect on my sex drive, but that is hard to tell. i started on  mg/day for a few weeks and then went to /mg a day.  this seemed to be a more effective dose for me."
1,"generally effective in stabilizing mood fluctuations and controlling obsessive thought patterns, mild anti-depressive effect noticeable word-recall and memory recall problems, insomnia when taken at night, mild flattening of mood/interest at higher doses starting with mg/day, i titrated up to mg a day in  months, taking mg in the morning and mg at noon to help lessen memory effects. during times of great stress, would take up to mg/day. stayed on mg/day for a year, then lessened to mg/day for another year to reduce side-effects, particularly memory and mood flattening effects. eventually stopped treatment in order to pursue non-drug therapies, but would go back on the treatment if stress or life events triggered strong mood episodes."
1,"aromasin's treatment benefits are unknown.  i have not had a reoccurance of breast cancer while on the drug, though unsure we can attribute that with the drug treatment itself.  perhaps there are other positive health-related items coming into play, such as exerciase and eating habits.  not aware of any side effects or adverse reactions.  drug is very expensive, however. as mentioned above, i have not had any side effects from aromasin other than hot flashes and night sweats.  these may be due to menopause rather than the treatment itself. the hot flashes have been relatively mild and can be controlled, for the most part, by limiting or removing all alcoholic beverages. after breast cancer treatment of chemo. and radiation i was put on tamoxifen for several years, about  years.  after tamoxifen, it was recommended that i start taking aromasin, which i have done for about  years.  my doctor said it is not known how long women should be on aromasin and still receeve a benefit from taking the drug."
0,"resolve my itchiness and redness at both joints of my arms and the ""circular"" itchness spots went away couple days after application didn't feel it per my dermatologist dignosis, i had dry-weather induced eczema, so he prescribed me with this cream to treat the condition. i have no other complications or co-committing disease, so only a small box of aquerous cream is given for moisturing purpose."
0,"reduced pain, helped with sleep mild nausea, dizziness, fuzzy thinking. very weird feeling medication to be taken as needed for pain after arthroscopic shoulder surgery. would not want to take this medication unless in severe pain due mainly to the fuzzy headed/dizzy effect.  certainly could not drive or operate machinery while on the medication."
0,"eliminate yeast infection the yeast infection occurred after taking oral antibiotics.  after i took the first dose of diflucan, i developed an itchy, raised, red, rough rash on both sides of my face and the yeast infection only moderately improved.  i took a second dose a week later and the same problem occurred.  after that incident i discontinued use.  the diflucan never did resolve the yeast problem and for months after i continued to suffer from skin rashes that may or may not have been related.  eventually the yeast problem went away by taking probiotics and an herbal usnea tincture. one single dose oral pill.  repeated dose one week later."
1,"i had very bad lower back pain with spasms and considerable swelling on my left side, to the extend that when standing, i was leaning to my right.  flexeril took care of most of the pain and much of the swelling. i felt much less alert -- not tired or sleepy, exactly, but sort of like inebriated, but without the buzz. once the swelling and discomfort were at a manageable level, i saw a chiropractor.  although his ultrasound treatments weren't particularly effective, i greatly value the information he gave me relating to how i should sit, lie, stand, helpful exercises, etc."
1,"completely ceased all anxiety, and i am now able to participate and enjoy life fully. has made me gain weight and became more easily fatigued (all ssri can disrupt rem sleep phases, resulting in less satisfying rest). during the last few years, when i have been stable and very happy, i have tried several times to cease the medication, including under the support of a naturopath. this medication is very hard to get off without significant side effects (including vertigo and nausea), however, as my medicxal professional has stated, some people just need to stay on them for a longer time. i have been on mg (one tablet) of paroxetine for around  years now, as well as see a psychologist for  months."
1,"depression greatly reduced, anxiety lessened. weight gain, sexual disfunction. treatment began for post partum depression and continued once adjustments were made."
1,short term relief from breathing problems. especially beneficial when patient was experiencing other health issue like cold or flu sometimes dry mouth but usually not to severe patient had occasional breathing problems that impacted his ability to play sports and do other activities. this was exasperated by the presence of a chest cold. administration was as-needed to enable the patient to participate in physical activity.patient had ongoing tests with local hospital asthma unit to monitor condition.
1,"enabled me to quit smoking, i think it works well, and even better combined with zyban/bupropion no side effects choose a future date to quit smoking. (i picked a date  months in advance)start taking the pills a couple weeks before the quit date.  i actually started smoking less without trying.  chantix interfers with the pleasure receptors in your brain, so smoking is not very satisfying.  i have now been smoke free for  month."
0,"it worked but then i became addicted to methadone so basically it just traded one addiction for another. i don't take as many methedone a day as i did pain pills because methadone is long lasting so i guess it did help me. at first i got painful headaches but that subsided after continued use. i do still have horrible constipation and  i have sexual dsyfuntion. i began recieving methadone when i was  years old. i started seeing a pschiatrist because i needed help for pain pill addiction. i began getting prescriptions for hydrocodone when i was . i have an abnormality in my lower back which causes me severe pain. i began taking more than i was supposed to for the pain and was taking anywhere from  to  pain pills a day. so i knew i needed help. that's when my doctor gave me methadone. he gave me mg a day but i usually only took mg depending on what i needed. over the years i have weaned myself down to mg a day and everyone even my doctor says to me that i should be able to come off of these pills easily but no one understands the physical and psychological symptoms i go through. it's so hard to just stop taking them when i have became so depended on them in my daily life. i have four kids and with out them i feel like a different person and it takes everything in me to get out of bed and take care of my kids. is it in my head? i don't know but either way, in a lot of ways it helped me but in a lot of ways it ruined my life. i don't want to be addicted to a pill for the rest of my life. now my doctor has stopped giving them to me because he feels that i can come off them easily at such a low dose but what does he know he does not understand what it feels like. i am at such a downfall in my life, i have to buy them now just to feel normal every day. i feel like if these doctors give them to me then they should help me with the withdrawals ao i can get off them. i still need help after all these yesrs. i don't have a car to drive to a methadone clinic everyday and no one to help me. so what are people like me to  do?"
0,"ml of prednisone saved my cornea transplant.
saved me from having to have another surgery on an already tramatized eye. the side effects were terrible.
hiper, trouble sleeping, shaking, depression severe depression.
depression that i have never had before.  ml of prednisone for  weeks to a month
saved the transplant."
1,"vyvanse has greatly improved my mood and the way i look at the day .i am able to concentrate and finish a job. i am also in a much better mood than when just on the antidepressant. i am less  prone to get angry ,irritated ,impatient and to ""fly of the handle"".i take it after lunch and it keeps me going till at least  pm. i accomplish alot more in a day. and best of all feel good about myself.vyvanse does not give you that dropped feeling when it is wearing off. sleeplessness seems to be a problem for me but i have been like that most of my life . vyvanse affects my sleep alot less than adderall xr . adderall mg. in morning .helps me get up
vyvanse mg early in the day, keeps me productive all day long"
0,"none severely decreased libido, brain fog/mental blankness, muscle weakness, impotence, penile shrinkage. given mg propecia for ~one week in /, noticed instant compromise of sexual capacity and an increase in anxiety & confusion. stopped because of this experience, however did not completely regain libido, sexual function or mental sharpness as promised. tried treatment again two years later thinking my experience was normal and would subside with continued use (as indicated in drug info), until the same exact thing happened. i researched the symptoms and learned i was not alone thanks to propeciahelp.com, i stopped once again and have strived to reverse the damages since to no avail."
0,"to tell the truth, i did not benefit very much from this medication, even though i was taking maximum doses, the pain remained almost the same with or without medication. maybe some people are more responsive to these kind of treatment, unfortunately not in my case. i did not experience many side effects, even though i was taking many pain medications at a time, i could say very little drowsiness, but compared with other people taking the same medication, i would say i tolerated quite well the medication. my medical condition was the result of a disc herniation at l-s level, with no compression of the nerve root, besides use of nsaids, muscle relaxants, and neurontin, i had little response. i underwent also phisiotherapy, ultrasonograpy and other therapy. i have to say that finally i decided to receive alternative therapy (accupunture) and started practising qi gong and that in a few weeks i abandoned all medication and the pain began to ameliorate to a total recovery. 
i still believe that drugs are effective and are indicated in specific conditions, but i also know that not everybody responds in the same way to medication."
1,"lowers blood pressure and helps prevent strokes. helps the patient to function without the tingling, headaches, and chest pain that comes from having blood pressure too high. the only side effects i felt was a drained feeling when my blood pressure went down. i take one  mg benicar in the evening because that is when my blood pressure comes up. if i wake up in the middle of the night and my blood pressure is up again from my sleep apnea, then i take another half. i have to drink a lot more water too, as this helps the benicar to break down quicker."
0,"loss of depression, reprieve from ptsd symptoms suicidal thoughts, disconnection from friends and family i was monitored on a quarterly basis by a psychiatrist who prescribed paxil and trazadone."
1,decreased blood glocose levels. decreased appitite. less cravings for carbohydrates. loose stools in first week of treatment. minor stomach upset for first day or two of treatment. all side effects mild and transient. treatment once a day at night. evidence suggests that glucophage/metformin mimics the biological effect of calorie restriction for life extension.
1,"i began taking this medication during a very unstable period in my life and when i had been rapid cycling and experiencing mixed states, and over a  yr period it greatly helped increase my self-worth and overall stability. it helped me to get control of my life and avoid the severe depressions i was prone to, as well as putting a cap on my manias. i still felt mild highs or maybe natural euphorias but they are not manic-y and crazy. i even started being able to get sleepy at a normal hour and wake up in the morning. while on the medication i feel much clearer in general in my thoughts, so if i still feel down or up i am more confident in my ability to manage it. i feel like i am not overly leveled out and blah like i felt with depakote, more like i avoid the worst and can be in control. after  years and stopping for several months then starting again, i developed a rash which my psych guessed was the lamictal, although i don't understand why it started suddenly after so long! i convinced him to let me try again, however if i develop another rash i'll be switching to zyprexa. taken consistently for  years along w lexapro varying from  to  mg. occasionally risperdal as well."
